"Kingdom","Phylum","Class","Order","Family","Genus","Species","Species"
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ilealis","ilealis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Jeotgalicoccus",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ilealis",NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NK4A214 group",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] xylanophilum group",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] xylanophilum group",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,NA
"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","xylosus",NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","bromii","bromii"
"Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae RC9 gut group",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ruminantium group",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] xylanophilum group",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella",NA,NA
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",NA,NA
"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","choerinum","pseudolongum"
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis","uniformis"
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","urinaeequi",NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","HT002",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",NA,NA
"Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","acidifaciens","acidifaciens"
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum","schaedleri","schaedleri"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Turicibacter",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Papillibacter",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","[Eubacterium] siraeum group",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-003",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","lentus","lentus"
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum",NA,"intestinale"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","goldsteinii","goldsteinii"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","caecimuris",NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-009",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","GCA-900066575",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","UBA1819",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA,"excrementihominis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Frisingicoccus",NA,"caecimuris"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","nepalensis",NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii","finegoldii"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Bacilli","RF39",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Dorea",NA,NA
"Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enterorhabdus",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","stationis","stationis"
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelatoclostridium",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ilealis","ilealis"
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelatoclostridium",NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","faecium","faecium"
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","UBA1819",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","dorei",NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium",NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,NA
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Clostridia UCG-014",NA,NA,NA,NA
"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",NA,NA
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","stationis","stationis"
"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-006",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,NA
